 # problem=TPV104
 # author=Surendra Nadh Somala
 # Date = 08/03/2016; time = 16:51:48
 # code=SPECFEM3D_Cartesian (split nodes)
 # code_version=1.1
 # element_size=100 m  (*5 GLL nodes)
 # time_step=  2.0000001E-03
 # location=faultst000dp075
 # Column #1 = Time (s)
 # Column #2 = horizontal right-lateral slip (m)
 # Column #3 = horizontal right-lateral slip rate (m/s)
 # Column #4 = horizontal right-lateral shear stress (MPa)
 # Column #5 = vertical up-dip slip (m)
 # Column #6 = vertical up-dip slip rate (m/s)
 # Column #7 = vertical up-dip shear stress (MPa)
 # Column #8 = normal stress (MPa)
 #
 # The line below lists the names of the data fields:
 # t h-slip h-slip-rate h-shear-stress v-slip v-slip-rate v-shear-stress n-stres
 s
 #
  0.6072001E+01  0.4221601E+01  0.2310675E+00  0.6301780E+02  0.8098028E-03  0.5486665E-03  0.1496349E+00 -0.1200343E+03
  0.6074000E+01  0.4222064E+01  0.2324924E+00  0.6301656E+02  0.8109023E-03  0.5508115E-03  0.1492963E+00 -0.1200319E+03
  0.6076000E+01  0.4222531E+01  0.2339664E+00  0.6301556E+02  0.8120061E-03  0.5530255E-03  0.1489497E+00 -0.1200300E+03
  0.6078000E+01  0.4223000E+01  0.2354750E+00  0.6301406E+02  0.8131144E-03  0.5553060E-03  0.1486021E+00 -0.1200271E+03
  0.6080000E+01  0.4223473E+01  0.2370067E+00  0.6301274E+02  0.8142273E-03  0.5576371E-03  0.1482584E+00 -0.1200246E+03
  0.6082000E+01  0.4223948E+01  0.2385482E+00  0.6301100E+02  0.8153449E-03  0.5598486E-03  0.1478804E+00 -0.1200213E+03
  0.6084000E+01  0.4224427E+01  0.2400902E+00  0.6300950E+02  0.8164667E-03  0.5619663E-03  0.1474830E+00 -0.1200184E+03
  0.6086000E+01  0.4224908E+01  0.2416243E+00  0.6300759E+02  0.8175928E-03  0.5641645E-03  0.1471153E+00 -0.1200148E+03
  0.6088000E+01  0.4225394E+01  0.2431382E+00  0.6300596E+02  0.8187233E-03  0.5661717E-03  0.1467156E+00 -0.1200117E+03
  0.6090000E+01  0.4225881E+01  0.2446217E+00  0.6300393E+02  0.8198575E-03  0.5680110E-03  0.1462949E+00 -0.1200078E+03
  0.6092000E+01  0.4226372E+01  0.2460615E+00  0.6300224E+02  0.8209954E-03  0.5696571E-03  0.1458565E+00 -0.1200046E+03
  0.6094000E+01  0.4226865E+01  0.2474481E+00  0.6300011E+02  0.8221361E-03  0.5711403E-03  0.1454120E+00 -0.1200005E+03
  0.6096000E+01  0.4227362E+01  0.2487750E+00  0.6299847E+02  0.8232800E-03  0.5724080E-03  0.1449535E+00 -0.1199974E+03
  0.6098001E+01  0.4227860E+01  0.2500289E+00  0.6299643E+02  0.8244258E-03  0.5733694E-03  0.1444642E+00 -0.1199935E+03
  0.6100000E+01  0.4228362E+01  0.2511946E+00  0.6299486E+02  0.8255735E-03  0.5741877E-03  0.1439954E+00 -0.1199905E+03
  0.6102000E+01  0.4228865E+01  0.2522647E+00  0.6299292E+02  0.8267225E-03  0.5746296E-03  0.1434906E+00 -0.1199868E+03
  0.6104000E+01  0.4229371E+01  0.2532328E+00  0.6299156E+02  0.8278720E-03  0.5746710E-03  0.1429491E+00 -0.1199842E+03
  0.6106000E+01  0.4229878E+01  0.2540851E+00  0.6298982E+02  0.8290212E-03  0.5745259E-03  0.1424298E+00 -0.1199809E+03
  0.6108000E+01  0.4230387E+01  0.2548081E+00  0.6298869E+02  0.8301701E-03  0.5739540E-03  0.1418817E+00 -0.1199788E+03
  0.6110000E+01  0.4230897E+01  0.2553948E+00  0.6298723E+02  0.8313170E-03  0.5730412E-03  0.1413273E+00 -0.1199760E+03
  0.6112000E+01  0.4231409E+01  0.2558419E+00  0.6298632E+02  0.8324623E-03  0.5717521E-03  0.1407610E+00 -0.1199743E+03
  0.6114000E+01  0.4231921E+01  0.2561388E+00  0.6298520E+02  0.8336041E-03  0.5699948E-03  0.1401631E+00 -0.1199721E+03
  0.6116000E+01  0.4232434E+01  0.2562765E+00  0.6298463E+02  0.8347423E-03  0.5678596E-03  0.1395618E+00 -0.1199710E+03
  0.6118001E+01  0.4232946E+01  0.2562519E+00  0.6298380E+02  0.8358755E-03  0.5651969E-03  0.1389190E+00 -0.1199694E+03
  0.6120000E+01  0.4233459E+01  0.2560591E+00  0.6298352E+02  0.8370031E-03  0.5621884E-03  0.1382830E+00 -0.1199689E+03
  0.6122000E+01  0.4233970E+01  0.2556925E+00  0.6298304E+02  0.8381243E-03  0.5586758E-03  0.1376149E+00 -0.1199680E+03
  0.6124000E+01  0.4234481E+01  0.2551432E+00  0.6298313E+02  0.8392378E-03  0.5546735E-03  0.1369233E+00 -0.1199682E+03
  0.6126000E+01  0.4234991E+01  0.2544088E+00  0.6298298E+02  0.8403430E-03  0.5502010E-03  0.1362111E+00 -0.1199679E+03
  0.6128000E+01  0.4235499E+01  0.2534921E+00  0.6298343E+02  0.8414386E-03  0.5453128E-03  0.1354901E+00 -0.1199687E+03
  0.6130000E+01  0.4236004E+01  0.2523876E+00  0.6298359E+02  0.8425242E-03  0.5399523E-03  0.1347456E+00 -0.1199690E+03
  0.6132000E+01  0.4236508E+01  0.2510903E+00  0.6298434E+02  0.8435983E-03  0.5341502E-03  0.1339881E+00 -0.1199705E+03
  0.6134000E+01  0.4237009E+01  0.2495991E+00  0.6298482E+02  0.8446608E-03  0.5279303E-03  0.1332200E+00 -0.1199714E+03
  0.6136000E+01  0.4237506E+01  0.2479177E+00  0.6298587E+02  0.8457101E-03  0.5213206E-03  0.1324466E+00 -0.1199734E+03
  0.6138000E+01  0.4238000E+01  0.2460453E+00  0.6298658E+02  0.8467461E-03  0.5142760E-03  0.1316525E+00 -0.1199747E+03
  0.6140000E+01  0.4238491E+01  0.2439809E+00  0.6298794E+02  0.8477672E-03  0.5067337E-03  0.1308221E+00 -0.1199773E+03
  0.6142000E+01  0.4238976E+01  0.2417336E+00  0.6298885E+02  0.8487730E-03  0.4988462E-03  0.1299850E+00 -0.1199790E+03
  0.6144000E+01  0.4239458E+01  0.2393105E+00  0.6299034E+02  0.8497625E-03  0.4905911E-03  0.1291314E+00 -0.1199819E+03
  0.6146000E+01  0.4239933E+01  0.2367137E+00  0.6299144E+02  0.8507353E-03  0.4821010E-03  0.1282910E+00 -0.1199840E+03
  0.6148000E+01  0.4240404E+01  0.2339497E+00  0.6299304E+02  0.8516909E-03  0.4732790E-03  0.1274346E+00 -0.1199870E+03
  0.6150000E+01  0.4240869E+01  0.2310310E+00  0.6299422E+02  0.8526284E-03  0.4641576E-03  0.1265598E+00 -0.1199892E+03
  0.6152000E+01  0.4241328E+01  0.2279610E+00  0.6299595E+02  0.8535476E-03  0.4548405E-03  0.1256931E+00 -0.1199925E+03
  0.6154000E+01  0.4241781E+01  0.2247490E+00  0.6299717E+02  0.8544478E-03  0.4452814E-03  0.1248123E+00 -0.1199948E+03
  0.6156000E+01  0.4242227E+01  0.2214070E+00  0.6299886E+02  0.8553287E-03  0.4355126E-03  0.1239202E+00 -0.1199981E+03
  0.6158000E+01  0.4242667E+01  0.2179476E+00  0.6300006E+02  0.8561899E-03  0.4257189E-03  0.1230586E+00 -0.1200004E+03
  0.6160000E+01  0.4243099E+01  0.2143872E+00  0.6300174E+02  0.8570316E-03  0.4157886E-03  0.1221873E+00 -0.1200035E+03
  0.6162000E+01  0.4243524E+01  0.2107380E+00  0.6300283E+02  0.8578530E-03  0.4058083E-03  0.1213216E+00 -0.1200056E+03
  0.6164001E+01  0.4243942E+01  0.2070133E+00  0.6300444E+02  0.8586548E-03  0.3958277E-03  0.1204700E+00 -0.1200087E+03
  0.6166000E+01  0.4244352E+01  0.2032283E+00  0.6300544E+02  0.8594363E-03  0.3857692E-03  0.1195972E+00 -0.1200106E+03
  0.6168000E+01  0.4244755E+01  0.1993970E+00  0.6300692E+02  0.8601979E-03  0.3758009E-03  0.1187482E+00 -0.1200134E+03
  0.6170000E+01  0.4245150E+01  0.1955367E+00  0.6300775E+02  0.8609396E-03  0.3659452E-03  0.1179184E+00 -0.1200150E+03
  0.6172000E+01  0.4245537E+01  0.1916601E+00  0.6300904E+02  0.8616617E-03  0.3562043E-03  0.1171035E+00 -0.1200174E+03
  0.6174000E+01  0.4245916E+01  0.1877849E+00  0.6300969E+02  0.8623644E-03  0.3465264E-03  0.1162741E+00 -0.1200186E+03
  0.6176000E+01  0.4246288E+01  0.1839288E+00  0.6301078E+02  0.8630478E-03  0.3370759E-03  0.1154763E+00 -0.1200207E+03
  0.6178000E+01  0.4246652E+01  0.1801046E+00  0.6301120E+02  0.8637127E-03  0.3278036E-03  0.1146850E+00 -0.1200215E+03
  0.6180000E+01  0.4247009E+01  0.1763277E+00  0.6301203E+02  0.8643590E-03  0.3187461E-03  0.1139063E+00 -0.1200231E+03
  0.6182000E+01  0.4247358E+01  0.1726131E+00  0.6301230E+02  0.8649877E-03  0.3099303E-03  0.1131398E+00 -0.1200236E+03
  0.6184000E+01  0.4247699E+01  0.1689734E+00  0.6301292E+02  0.8655987E-03  0.3013290E-03  0.1123704E+00 -0.1200248E+03
  0.6186000E+01  0.4248034E+01  0.1654270E+00  0.6301292E+02  0.8661930E-03  0.2930510E-03  0.1116263E+00 -0.1200248E+03
  0.6188000E+01  0.4248361E+01  0.1619903E+00  0.6301336E+02  0.8667709E-03  0.2850066E-03  0.1108660E+00 -0.1200257E+03
  0.6190000E+01  0.4248682E+01  0.1586737E+00  0.6301317E+02  0.8673330E-03  0.2773031E-03  0.1101237E+00 -0.1200253E+03
  0.6192000E+01  0.4248995E+01  0.1554923E+00  0.6301342E+02  0.8678801E-03  0.2699648E-03  0.1094035E+00 -0.1200257E+03
  0.6194000E+01  0.4249303E+01  0.1524582E+00  0.6301290E+02  0.8684128E-03  0.2629185E-03  0.1086675E+00 -0.1200248E+03
  0.6196000E+01  0.4249605E+01  0.1495830E+00  0.6301297E+02  0.8689318E-03  0.2562426E-03  0.1079440E+00 -0.1200249E+03
  0.6198000E+01  0.4249901E+01  0.1468803E+00  0.6301232E+02  0.8694379E-03  0.2499419E-03  0.1072262E+00 -0.1200236E+03
  0.6200000E+01  0.4250193E+01  0.1443597E+00  0.6301215E+02  0.8699316E-03  0.2440196E-03  0.1065131E+00 -0.1200233E+03
  0.6202000E+01  0.4250479E+01  0.1420300E+00  0.6301129E+02  0.8704139E-03  0.2384170E-03  0.1057731E+00 -0.1200217E+03
  0.6204000E+01  0.4250761E+01  0.1399043E+00  0.6301095E+02  0.8708853E-03  0.2332524E-03  0.1050537E+00 -0.1200210E+03
  0.6206000E+01  0.4251039E+01  0.1379890E+00  0.6301000E+02  0.8713470E-03  0.2284680E-03  0.1043255E+00 -0.1200192E+03
  0.6208000E+01  0.4251313E+01  0.1362896E+00  0.6300949E+02  0.8717991E-03  0.2240763E-03  0.1035951E+00 -0.1200182E+03
  0.6210001E+01  0.4251584E+01  0.1348166E+00  0.6300835E+02  0.8722433E-03  0.2200909E-03  0.1028624E+00 -0.1200161E+03
  0.6212000E+01  0.4251852E+01  0.1335775E+00  0.6300779E+02  0.8726795E-03  0.2164294E-03  0.1020886E+00 -0.1200150E+03
  0.6214000E+01  0.4252118E+01  0.1325690E+00  0.6300658E+02  0.8731090E-03  0.2132735E-03  0.1013633E+00 -0.1200127E+03
  0.6216000E+01  0.4252382E+01  0.1317952E+00  0.6300590E+02  0.8735326E-03  0.2104006E-03  0.1005839E+00 -0.1200114E+03
  0.6218000E+01  0.4252645E+01  0.1312605E+00  0.6300462E+02  0.8739506E-03  0.2078871E-03  0.9978522E-01 -0.1200090E+03
  0.6220000E+01  0.4252907E+01  0.1309589E+00  0.6300386E+02  0.8743641E-03  0.2057704E-03  0.9899539E-01 -0.1200075E+03
  0.6222000E+01  0.4253170E+01  0.1308928E+00  0.6300254E+02  0.8747737E-03  0.2039618E-03  0.9817271E-01 -0.1200050E+03
  0.6224000E+01  0.4253431E+01  0.1310627E+00  0.6300178E+02  0.8751800E-03  0.2025452E-03  0.9736349E-01 -0.1200035E+03
  0.6226000E+01  0.4253693E+01  0.1314626E+00  0.6300041E+02  0.8755838E-03  0.2014019E-03  0.9651710E-01 -0.1200009E+03
  0.6228000E+01  0.4253957E+01  0.1320824E+00  0.6299968E+02  0.8759857E-03  0.2005747E-03  0.9566852E-01 -0.1199995E+03
  0.6230000E+01  0.4254222E+01  0.1329104E+00  0.6299833E+02  0.8763861E-03  0.1999583E-03  0.9477842E-01 -0.1199969E+03
  0.6232000E+01  0.4254488E+01  0.1339394E+00  0.6299758E+02  0.8767854E-03  0.1995621E-03  0.9386275E-01 -0.1199955E+03
  0.6234000E+01  0.4254757E+01  0.1351626E+00  0.6299624E+02  0.8771844E-03  0.1994088E-03  0.9293997E-01 -0.1199930E+03
  0.6236000E+01  0.4255029E+01  0.1365660E+00  0.6299553E+02  0.8775831E-03  0.1994159E-03  0.9198704E-01 -0.1199916E+03
  0.6238000E+01  0.4255304E+01  0.1381326E+00  0.6299422E+02  0.8779821E-03  0.1996706E-03  0.9105812E-01 -0.1199891E+03
  0.6240000E+01  0.4255582E+01  0.1398460E+00  0.6299356E+02  0.8783818E-03  0.2000179E-03  0.9009800E-01 -0.1199878E+03
  0.6242000E+01  0.4255864E+01  0.1416888E+00  0.6299245E+02  0.8787822E-03  0.2003686E-03  0.8908042E-01 -0.1199857E+03
  0.6244000E+01  0.4256149E+01  0.1436424E+00  0.6299177E+02  0.8791833E-03  0.2008314E-03  0.8807094E-01 -0.1199844E+03
  0.6246000E+01  0.4256438E+01  0.1456916E+00  0.6299076E+02  0.8795855E-03  0.2012949E-03  0.8703116E-01 -0.1199825E+03
  0.6248000E+01  0.4256732E+01  0.1478166E+00  0.6299020E+02  0.8799885E-03  0.2017763E-03  0.8598442E-01 -0.1199815E+03
  0.6250000E+01  0.4257029E+01  0.1499949E+00  0.6298926E+02  0.8803926E-03  0.2021843E-03  0.8490584E-01 -0.1199797E+03
  0.6252000E+01  0.4257331E+01  0.1522019E+00  0.6298891E+02  0.8807972E-03  0.2025026E-03  0.8380584E-01 -0.1199790E+03
  0.6254000E+01  0.4257638E+01  0.1544144E+00  0.6298809E+02  0.8812026E-03  0.2026972E-03  0.8268341E-01 -0.1199774E+03
  0.6256001E+01  0.4257949E+01  0.1566140E+00  0.6298781E+02  0.8816080E-03  0.2027875E-03  0.8155818E-01 -0.1199769E+03
  0.6258000E+01  0.4258265E+01  0.1587821E+00  0.6298710E+02  0.8820138E-03  0.2027731E-03  0.8043783E-01 -0.1199755E+03
  0.6260000E+01  0.4258584E+01  0.1608966E+00  0.6298703E+02  0.8824191E-03  0.2025759E-03  0.7930342E-01 -0.1199754E+03
  0.6262000E+01  0.4258909E+01  0.1629354E+00  0.6298653E+02  0.8828241E-03  0.2021633E-03  0.7815097E-01 -0.1199745E+03
  0.6264000E+01  0.4259236E+01  0.1648798E+00  0.6298666E+02  0.8832277E-03  0.2015115E-03  0.7698055E-01 -0.1199747E+03
  0.6266000E+01  0.4259568E+01  0.1667116E+00  0.6298628E+02  0.8836302E-03  0.2006125E-03  0.7579453E-01 -0.1199740E+03
  0.6268000E+01  0.4259903E+01  0.1684176E+00  0.6298651E+02  0.8840302E-03  0.1994897E-03  0.7460720E-01 -0.1199744E+03
  0.6270000E+01  0.4260241E+01  0.1699847E+00  0.6298636E+02  0.8844281E-03  0.1981586E-03  0.7342593E-01 -0.1199741E+03
  0.6272000E+01  0.4260582E+01  0.1713945E+00  0.6298680E+02  0.8848229E-03  0.1965053E-03  0.7221494E-01 -0.1199750E+03
  0.6274000E+01  0.4260927E+01  0.1726360E+00  0.6298683E+02  0.8852141E-03  0.1947170E-03  0.7104326E-01 -0.1199750E+03
  0.6276000E+01  0.4261273E+01  0.1737030E+00  0.6298747E+02  0.8856017E-03  0.1926491E-03  0.6985769E-01 -0.1199762E+03
  0.6278000E+01  0.4261621E+01  0.1745865E+00  0.6298766E+02  0.8859847E-03  0.1903043E-03  0.6865826E-01 -0.1199766E+03
  0.6280000E+01  0.4261971E+01  0.1752795E+00  0.6298853E+02  0.8863630E-03  0.1878010E-03  0.6748825E-01 -0.1199782E+03
  0.6282000E+01  0.4262323E+01  0.1757773E+00  0.6298890E+02  0.8867360E-03  0.1849670E-03  0.6628192E-01 -0.1199789E+03
  0.6284000E+01  0.4262675E+01  0.1760804E+00  0.6298996E+02  0.8871029E-03  0.1819654E-03  0.6509513E-01 -0.1199809E+03
  0.6286000E+01  0.4263027E+01  0.1761910E+00  0.6299048E+02  0.8874639E-03  0.1788186E-03  0.6392984E-01 -0.1199819E+03
  0.6288000E+01  0.4263380E+01  0.1761122E+00  0.6299166E+02  0.8878181E-03  0.1754228E-03  0.6274511E-01 -0.1199842E+03
  0.6290000E+01  0.4263731E+01  0.1758480E+00  0.6299241E+02  0.8881655E-03  0.1719131E-03  0.6158287E-01 -0.1199856E+03
  0.6292000E+01  0.4264083E+01  0.1754062E+00  0.6299373E+02  0.8885058E-03  0.1682782E-03  0.6043384E-01 -0.1199881E+03
  0.6294000E+01  0.4264433E+01  0.1747957E+00  0.6299465E+02  0.8888386E-03  0.1644477E-03  0.5926533E-01 -0.1199899E+03
  0.6296000E+01  0.4264782E+01  0.1740315E+00  0.6299611E+02  0.8891635E-03  0.1605366E-03  0.5811120E-01 -0.1199926E+03
  0.6298000E+01  0.4265130E+01  0.1731231E+00  0.6299712E+02  0.8894808E-03  0.1565146E-03  0.5695343E-01 -0.1199946E+03
  0.6300000E+01  0.4265475E+01  0.1720798E+00  0.6299870E+02  0.8897896E-03  0.1524614E-03  0.5581637E-01 -0.1199976E+03
  0.6302001E+01  0.4265818E+01  0.1709179E+00  0.6299975E+02  0.8900906E-03  0.1483830E-03  0.5469346E-01 -0.1199996E+03
  0.6304000E+01  0.4266159E+01  0.1696531E+00  0.6300143E+02  0.8903831E-03  0.1441893E-03  0.5354532E-01 -0.1200028E+03
  0.6306000E+01  0.4266496E+01  0.1683004E+00  0.6300256E+02  0.8906674E-03  0.1400224E-03  0.5241682E-01 -0.1200049E+03
  0.6308000E+01  0.4266832E+01  0.1668759E+00  0.6300421E+02  0.8909433E-03  0.1358487E-03  0.5128989E-01 -0.1200080E+03
  0.6310000E+01  0.4267164E+01  0.1653949E+00  0.6300535E+02  0.8912108E-03  0.1316973E-03  0.5016864E-01 -0.1200102E+03
  0.6312000E+01  0.4267493E+01  0.1638720E+00  0.6300695E+02  0.8914701E-03  0.1275307E-03  0.4903414E-01 -0.1200133E+03
  0.6314000E+01  0.4267819E+01  0.1623243E+00  0.6300805E+02  0.8917209E-03  0.1234361E-03  0.4791310E-01 -0.1200154E+03
  0.6316000E+01  0.4268142E+01  0.1607620E+00  0.6300957E+02  0.8919638E-03  0.1194460E-03  0.4681609E-01 -0.1200183E+03
  0.6318000E+01  0.4268462E+01  0.1591979E+00  0.6301057E+02  0.8921987E-03  0.1154258E-03  0.4568559E-01 -0.1200202E+03
  0.6320000E+01  0.4268779E+01  0.1576488E+00  0.6301195E+02  0.8924255E-03  0.1114743E-03  0.4455608E-01 -0.1200228E+03
  0.6322001E+01  0.4269093E+01  0.1561266E+00  0.6301279E+02  0.8926446E-03  0.1076162E-03  0.4343401E-01 -0.1200244E+03
  0.6324000E+01  0.4269403E+01  0.1546388E+00  0.6301406E+02  0.8928560E-03  0.1038376E-03  0.4231298E-01 -0.1200268E+03
  0.6326000E+01  0.4269711E+01  0.1531930E+00  0.6301470E+02  0.8930599E-03  0.1001642E-03  0.4120170E-01 -0.1200280E+03
  0.6328000E+01  0.4270016E+01  0.1517968E+00  0.6301578E+02  0.8932566E-03  0.9649817E-04  0.4005952E-01 -0.1200301E+03
  0.6330000E+01  0.4270319E+01  0.1504578E+00  0.6301620E+02  0.8934460E-03  0.9293463E-04  0.3892375E-01 -0.1200309E+03
  0.6332000E+01  0.4270618E+01  0.1491817E+00  0.6301699E+02  0.8936284E-03  0.8943823E-04  0.3778032E-01 -0.1200324E+03
  0.6334000E+01  0.4270915E+01  0.1479726E+00  0.6301715E+02  0.8938037E-03  0.8600491E-04  0.3662692E-01 -0.1200327E+03
  0.6336000E+01  0.4271209E+01  0.1468343E+00  0.6301767E+02  0.8939724E-03  0.8271085E-04  0.3549747E-01 -0.1200337E+03
  0.6338000E+01  0.4271502E+01  0.1457654E+00  0.6301751E+02  0.8941345E-03  0.7941337E-04  0.3433210E-01 -0.1200334E+03
  0.6340000E+01  0.4271793E+01  0.1447634E+00  0.6301773E+02  0.8942900E-03  0.7618668E-04  0.3316523E-01 -0.1200338E+03
  0.6342000E+01  0.4272081E+01  0.1438296E+00  0.6301721E+02  0.8944392E-03  0.7304968E-04  0.3200582E-01 -0.1200328E+03
  0.6344000E+01  0.4272368E+01  0.1429628E+00  0.6301717E+02  0.8945822E-03  0.6987146E-04  0.3079892E-01 -0.1200327E+03
  0.6346000E+01  0.4272653E+01  0.1421553E+00  0.6301644E+02  0.8947187E-03  0.6675335E-04  0.2959125E-01 -0.1200313E+03
  0.6348001E+01  0.4272936E+01  0.1414047E+00  0.6301604E+02  0.8948492E-03  0.6368753E-04  0.2838193E-01 -0.1200306E+03
  0.6350000E+01  0.4273219E+01  0.1407101E+00  0.6301497E+02  0.8949735E-03  0.6062495E-04  0.2714999E-01 -0.1200285E+03
  0.6352000E+01  0.4273499E+01  0.1400653E+00  0.6301431E+02  0.8950917E-03  0.5758946E-04  0.2590906E-01 -0.1200273E+03
  0.6354000E+01  0.4273779E+01  0.1394643E+00  0.6301302E+02  0.8952038E-03  0.5455649E-04  0.2464982E-01 -0.1200248E+03
  0.6356000E+01  0.4274058E+01  0.1388994E+00  0.6301211E+02  0.8953100E-03  0.5154077E-04  0.2338162E-01 -0.1200231E+03
  0.6358000E+01  0.4274335E+01  0.1383644E+00  0.6301049E+02  0.8954100E-03  0.4853660E-04  0.2210334E-01 -0.1200200E+03
  0.6360000E+01  0.4274611E+01  0.1378521E+00  0.6300942E+02  0.8955041E-03  0.4549047E-04  0.2079275E-01 -0.1200180E+03
  0.6362000E+01  0.4274887E+01  0.1373537E+00  0.6300764E+02  0.8955920E-03  0.4245270E-04  0.1947414E-01 -0.1200146E+03
  0.6364000E+01  0.4275161E+01  0.1368668E+00  0.6300644E+02  0.8956739E-03  0.3943302E-04  0.1815294E-01 -0.1200123E+03
  0.6366000E+01  0.4275434E+01  0.1363858E+00  0.6300457E+02  0.8957497E-03  0.3630863E-04  0.1677307E-01 -0.1200087E+03
  0.6368001E+01  0.4275706E+01  0.1359007E+00  0.6300323E+02  0.8958191E-03  0.3323795E-04  0.1540901E-01 -0.1200062E+03
  0.6370000E+01  0.4275978E+01  0.1354047E+00  0.6300135E+02  0.8958827E-03  0.3007475E-04  0.1399324E-01 -0.1200026E+03
  0.6372000E+01  0.4276248E+01  0.1348904E+00  0.6299998E+02  0.8959394E-03  0.2691835E-04  0.1257209E-01 -0.1200000E+03
  0.6374000E+01  0.4276517E+01  0.1343533E+00  0.6299809E+02  0.8959903E-03  0.2376885E-04  0.1114518E-01 -0.1199963E+03
  0.6376000E+01  0.4276785E+01  0.1337907E+00  0.6299677E+02  0.8960345E-03  0.2056934E-04  0.9685302E-02 -0.1199938E+03
  0.6378000E+01  0.4277052E+01  0.1331965E+00  0.6299491E+02  0.8960726E-03  0.1745055E-04  0.8253199E-02 -0.1199903E+03
  0.6380000E+01  0.4277318E+01  0.1325652E+00  0.6299373E+02  0.8961043E-03  0.1426210E-04  0.6777213E-02 -0.1199880E+03
  0.6382000E+01  0.4277583E+01  0.1318915E+00  0.6299198E+02  0.8961297E-03  0.1106035E-04  0.5282468E-02 -0.1199847E+03
  0.6384000E+01  0.4277846E+01  0.1311732E+00  0.6299091E+02  0.8961486E-03  0.7883322E-05  0.3785665E-02 -0.1199827E+03
  0.6386000E+01  0.4278107E+01  0.1304105E+00  0.6298947E+02  0.8961612E-03  0.4685725E-05  0.2263248E-02 -0.1199799E+03
  0.6388000E+01  0.4278367E+01  0.1295990E+00  0.6298860E+02  0.8961673E-03  0.1496466E-05  0.7273218E-03 -0.1199783E+03
  0.6390000E+01  0.4278625E+01  0.1287342E+00  0.6298734E+02  0.8961672E-03 -0.1641595E-05 -0.8032037E-03 -0.1199759E+03
  0.6392000E+01  0.4278882E+01  0.1278211E+00  0.6298680E+02  0.8961608E-03 -0.4794301E-05 -0.2362502E-02 -0.1199749E+03
  0.6394001E+01  0.4279137E+01  0.1268588E+00  0.6298581E+02  0.8961480E-03 -0.7921861E-05 -0.3933229E-02 -0.1199730E+03
  0.6396000E+01  0.4279389E+01  0.1258419E+00  0.6298554E+02  0.8961291E-03 -0.1097942E-04 -0.5495343E-02 -0.1199725E+03
  0.6398000E+01  0.4279640E+01  0.1247778E+00  0.6298482E+02  0.8961041E-03 -0.1401237E-04 -0.7073101E-02 -0.1199711E+03
  0.6400000E+01  0.4279889E+01  0.1236670E+00  0.6298491E+02  0.8960730E-03 -0.1696687E-04 -0.8641400E-02 -0.1199712E+03
  0.6402000E+01  0.4280135E+01  0.1225072E+00  0.6298449E+02  0.8960362E-03 -0.1985354E-04 -0.1020727E-01 -0.1199705E+03
  0.6404000E+01  0.4280379E+01  0.1213052E+00  0.6298483E+02  0.8959936E-03 -0.2270375E-04 -0.1178837E-01 -0.1199711E+03
  0.6406000E+01  0.4280620E+01  0.1200640E+00  0.6298478E+02  0.8959454E-03 -0.2547448E-04 -0.1336375E-01 -0.1199710E+03
  0.6408000E+01  0.4280859E+01  0.1187824E+00  0.6298542E+02  0.8958917E-03 -0.2817218E-04 -0.1493853E-01 -0.1199722E+03
  0.6410000E+01  0.4281095E+01  0.1174691E+00  0.6298561E+02  0.8958327E-03 -0.3078291E-04 -0.1650546E-01 -0.1199726E+03
  0.6412000E+01  0.4281329E+01  0.1161340E+00  0.6298643E+02  0.8957686E-03 -0.3331615E-04 -0.1806936E-01 -0.1199742E+03
  0.6414001E+01  0.4281560E+01  0.1147806E+00  0.6298690E+02  0.8956994E-03 -0.3578156E-04 -0.1963547E-01 -0.1199751E+03
  0.6416000E+01  0.4281788E+01  0.1134143E+00  0.6298801E+02  0.8956254E-03 -0.3813352E-04 -0.2117859E-01 -0.1199772E+03
  0.6418000E+01  0.4282013E+01  0.1120413E+00  0.6298860E+02  0.8955469E-03 -0.4040592E-04 -0.2271581E-01 -0.1199783E+03
  0.6420000E+01  0.4282237E+01  0.1106724E+00  0.6298989E+02  0.8954638E-03 -0.4257905E-04 -0.2423414E-01 -0.1199807E+03
  0.6422000E+01  0.4282456E+01  0.1093139E+00  0.6299067E+02  0.8953766E-03 -0.4467236E-04 -0.2574184E-01 -0.1199823E+03
  0.6424000E+01  0.4282673E+01  0.1079750E+00  0.6299206E+02  0.8952851E-03 -0.4668779E-04 -0.2723738E-01 -0.1199849E+03
  0.6426000E+01  0.4282888E+01  0.1066651E+00  0.6299290E+02  0.8951899E-03 -0.4863800E-04 -0.2872394E-01 -0.1199865E+03
  0.6428000E+01  0.4283100E+01  0.1053857E+00  0.6299427E+02  0.8950906E-03 -0.5051613E-04 -0.3019598E-01 -0.1199891E+03
  0.6430000E+01  0.4283309E+01  0.1041406E+00  0.6299525E+02  0.8949878E-03 -0.5229937E-04 -0.3163619E-01 -0.1199910E+03
  0.6432000E+01  0.4283516E+01  0.1029412E+00  0.6299664E+02  0.8948814E-03 -0.5400698E-04 -0.3305049E-01 -0.1199936E+03
  0.6434000E+01  0.4283721E+01  0.1017942E+00  0.6299753E+02  0.8947718E-03 -0.5567729E-04 -0.3445712E-01 -0.1199953E+03
  0.6436000E+01  0.4283924E+01  0.1007004E+00  0.6299890E+02  0.8946587E-03 -0.5734842E-04 -0.3587759E-01 -0.1199980E+03
